id,lodge_name_raw,lodge_name_clean,language_primary,confidence_language,ontology_primary,ontology_secondary,confidence_ontology,theme_primary,theme_secondary,confidence_theme,flags,created_at
2967,Star in the West Lodge,Star in the West Lodge,English,0.9,NAT_AST,,0.75,Nature,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
2968,Lodge Morning Star,Lodge Morning Star,English,0.75,NAT_AST,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
2969,Hamilton Lodge,Hamilton Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
297,,,English,1.0,UNK_,,1.0,,,1.0,CLASSIFICATION_DEFAULTED|INPUT_BLANK,2026-03-12T12:22:57+00:00
2970,Ivy Lodge,Ivy Lodge,English,0.75,NAT_BOT,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
2971,Lodge Sutlej,Lodge Sutlej,English,0.75,NAT_GEO,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
2972,Salem Lodge,Salem Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
2973,Deccan Lodge,Deccan Lodge,English,0.75,LOC_REG,,0.84,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
2974,Prince Leopold Lodge,Prince Leopold Lodge,English,0.75,PRS_ROY,,0.88,Royal / Aristocratic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
2975,Mount Edgcumbe Lodge,Mount Edgcumbe Lodge,English,0.9,LOC_CTY,NAT_GEO,0.86,Geographic / Civic,Nature,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
2976,St. Matthew's Lodge,St. Matthew's Lodge,English,0.9,PRS_REL,,0.9,Religious,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
2977,Lodge Light in the Himalayas,Lodge Light in the Himalayas,English,0.9,ABS_VRT,ABS_PHI,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
2978,Royal Military Lodge,Royal Military Lodge,English,0.9,PRS_ROY,GRP_MIL,0.88,Royal / Aristocratic,Military / Service,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
2979,Doric Lodge,Doric Lodge,English,0.75,OBJ_STR,,0.7,Symbolic / Esoteric,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
298,,,English,1.0,UNK_,,1.0,,,1.0,CLASSIFICATION_DEFAULTED|INPUT_BLANK,2026-03-12T12:22:57+00:00
2980,St. John's Lodge,St. John's Lodge,English,0.9,PRS_REL,LOC_CTY,0.9,Religious,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
2981,St. Margaret's Lodge,St. Margaret's Lodge,English,0.9,PRS_REL,,0.9,Religious,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
2982,Pacific Lodge of Reefton,Pacific Lodge of Reefton,English,0.9,ABS_VRT,LOC_CTY,0.85,Virtue / Moral Ideal,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
2983,Plantagenet Lodge,Plantagenet Lodge,English,0.75,PRS_ROY,,0.88,Royal / Aristocratic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
2984,Wangaratta Lodge of St. John,Wangaratta Lodge of St. John,English,0.9,PRS_REL,LOC_CTY,0.9,Religious,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
2985,Port Fairy Lodge,Port Fairy Lodge,English,0.75,NAT_GEO,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
2986,Bagshaw Lodge,Bagshaw Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
2987,Lodge of Truth,Lodge of Truth,English,0.9,ABS_VRT,,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
2988,Ashbury Lodge,Ashbury Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
2989,Thames Valley Lodge,Thames Valley Lodge,English,0.75,NAT_GEO,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
299,,,English,1.0,UNK_,,1.0,,,1.0,CLASSIFICATION_DEFAULTED|INPUT_BLANK,2026-03-12T12:22:57+00:00
2990,Clausentum Lodge,Clausentum Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
2991,Wharncliffe Lodge,Wharncliffe Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:57+00:00
2992,Northern Star Lodge,Northern Star Lodge,English,0.75,NAT_GEO,NAT_AST,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
2993,Erasmus Wilson Lodge,Erasmus Wilson Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
2994,Ockenden Lodge,Ockenden Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:57+00:00
2995,Hova Ecclesia Lodge,Hova Ecclesia Lodge,Latin,0.9,LOC_REL,ABS_FRAT,0.8,Religious,,0.8,DICT_MATCH|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:57+00:00
2996,Wodehouse Lodge,Wodehouse Lodge,English,0.75,PRS_FIC,,0.8,Professional / Trade,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:57+00:00
2997,Port Alfred Lodge,Port Alfred Lodge,English,0.75,PRS_HIS,PRS_ROY,0.86,Royal / Aristocratic,Geographic / Civic,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
2998,Meridian Lodge,Meridian Lodge,English,0.75,NAT_AST,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
2999,Chiltern Lodge,Chiltern Lodge,English,0.75,NAT_GEO,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3,Lodge of Antiquity,Lodge of Antiquity,English,0.9,ABS_PHI,ABS_TMP,0.8,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
30,,,English,1.0,UNK_,,1.0,,,1.0,CLASSIFICATION_DEFAULTED|INPUT_BLANK,2026-03-12T12:22:57+00:00
300,The Mother Lodge,The Mother Lodge,English,0.9,GRP_MAS,,0.88,Masonic / Administrative,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3000,Islington Lodge,Islington Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3001,Henley Lodge,Henley Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3002,Bootle Lodge,Bootle Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3003,Lodge of Israel,Lodge of Israel,English,0.9,PRS_REL,LOC_REL,0.9,Religious,Geographic / Civic,0.85,DICT_MATCH|TOKEN_RELIGIOUS_PLACE,2026-03-12T12:22:57+00:00
3004,Peckham Lodge,Peckham Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3005,Blackpool Lodge,Blackpool Lodge,English,0.75,LOC_CTY,LOC_REG,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3006,Sir Watkin Lodge,Sir Watkin Lodge,English,0.75,PRS_HIS,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3007,Longleat Lodge,Longleat Lodge,English,0.75,LOC_BDG,,0.82,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3008,Halsey Lodge,Halsey Lodge,English,0.75,PRS_HIS,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3009,Turanganui Lodge,Turanganui Lodge,Māori,0.75,LOC_CTY,NAT_GEO,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:57+00:00
301, Royal Naval Lodge,Royal Naval Lodge,English,0.9,PRS_ROY,GRP_MIL,0.88,Royal / Aristocratic,Military / Service,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3010,Forest Lodge,Forest Lodge,English,0.75,NAT_GEO,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3011,Isle of Axholme Lodge,Isle of Axholme Lodge,English,0.9,ABS_VRT,NAT_GEO,0.85,Virtue / Moral Ideal,Nature,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3012,St. John the Evangelist Lodge,St. John the Evangelist Lodge,English,0.9,PRS_REL,LOC_CTY,0.9,Religious,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3013,Lodge Energy and Fidelity,Lodge Energy and Fidelity,English,0.9,ABS_VRT,,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3014,Lodge of Industry,Lodge of Industry,English,0.9,ABS_VRT,ABS_PHI,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3015,Duncombe Lodge,Duncombe Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:57+00:00
3016,Lodge Pleiades,Lodge Pleiades,English,0.75,NAT_AST,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3017,St. Eleth Lodge,St. Eleth Lodge,English,0.9,PRS_REL,,0.9,Religious,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3018,Royal Edward Lodge,Royal Edward Lodge,English,0.9,PRS_ROY,,0.88,Royal / Aristocratic,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3019,Lodge Pioneer,Lodge Pioneer,English,0.75,GRP_INT,,0.88,Clubs / Association,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
302,,,English,1.0,UNK_,,1.0,,,1.0,CLASSIFICATION_DEFAULTED|INPUT_BLANK,2026-03-12T12:22:57+00:00
3020,Athenaeum Lodge,Athenaeum Lodge,Greek,0.9,OBJ_STR,,0.7,Symbolic / Esoteric,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3021,Alma Mater Lodge,Alma Mater Lodge,Latin,0.9,LOC_CTY,,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3022,Robin Hood Lodge,Robin Hood Lodge,English,0.75,PRS_FIC,LOC_CTY,0.84,Mythological / Classical,Geographic / Civic,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3023,Felix Lodge,Felix Lodge,Latin,0.9,ABS_LAT,,0.65,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3024,Arkwright Lodge,Arkwright Lodge,English,0.75,PRS_HIS,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3025,Trafford Lodge,Trafford Lodge,English,0.75,PRS_HIS,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3026,Ripon Lodge,Ripon Lodge,English,0.75,PRS_HIS,LOC_CTY,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3027,Zetland Lodge,Zetland Lodge,English,0.75,PRS_ROY,,0.88,Royal / Aristocratic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3028,Star of Hope Lodge,Star of Hope Lodge,English,0.9,ABS_VRT,LOC_CTY,0.85,Virtue / Moral Ideal,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3029,Walpole Lodge,Walpole Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
303,Fourteenth Regiment of Foot,Fourteenth Regiment of Foot,English,0.9,GRP_MIL,,0.9,Military / Service,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3030,Wycombe Lodge,Wycombe Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:57+00:00
3031,Lodge of Israel,Lodge of Israel,English,0.9,PRS_REL,LOC_REL,0.9,Religious,Geographic / Civic,0.85,DICT_MATCH|TOKEN_RELIGIOUS_PLACE,2026-03-12T12:22:57+00:00
3032,Sir Francis Burdett Lodge,Sir Francis Burdett Lodge,English,0.75,PRS_HIS,PRS_REL,0.86,Religious,Geographic / Civic,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3033,Red Rose of Lancaster Lodge,Red Rose of Lancaster Lodge,English,0.9,OBJ_EMB,LOC_CTY,0.7,Geographic / Civic,Symbolic / Esoteric,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3034,Lodge of Emulation,Lodge of Emulation,English,0.9,ABS_VRT,GRP_MAS,0.85,Virtue / Moral Ideal,Masonic / Administrative,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3035,White Horse of Kent Lodge,White Horse of Kent Lodge,English,0.9,OBJ_EMB,LOC_CTY,0.7,Geographic / Civic,Symbolic / Esoteric,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3036,Metropolitan Lodge,Metropolitan Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3037,Sukkur Lodge,Sukkur Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3038,Madoc Lodge,Madoc Lodge,English,0.75,PRS_HIS,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3039,Tumut Unity Lodge,Tumut Unity Lodge,English,0.9,ABS_FRAT,,0.8,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
304,Royal Chester Lodge,Royal Chester Lodge,English,0.9,PRS_ROY,LOC_CTY,0.88,Royal / Aristocratic,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3040,Alexandra Lodge,Alexandra Lodge,English,0.75,PRS_ROY,,0.88,Royal / Aristocratic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3041,Hemming Lodge,Hemming Lodge,English,0.75,PRS_HIS,,0.8,Professional / Trade,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:57+00:00
3042,Friendly Lodge,Friendly Lodge,English,0.75,ABS_FRAT,LOC_CTY,0.8,Virtue / Moral Ideal,Geographic / Civic,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3043,Thornhill Lodge,Thornhill Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3044,Bertie Lodge,Bertie Lodge,English,0.75,PRS_ROY,,0.8,Royal / Aristocratic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:57+00:00
3045,St. Lawrence Lodge,St. Lawrence Lodge,English,0.9,PRS_REL,LOC_CTY,0.9,Religious,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3046,Pembroke Lodge,Pembroke Lodge,English,0.75,PRS_HIS,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3047,St. John the Baptist Lodge,St. John the Baptist Lodge,English,0.9,PRS_REL,LOC_CTY,0.9,Religious,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3048,Albert Edward Lodge,Albert Edward Lodge,English,0.75,PRS_ROY,,0.88,Royal / Aristocratic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3049,Earl Shrewsbury Lodge,Earl Shrewsbury Lodge,English,0.75,PRS_HIS,PRS_ROY,0.86,Royal / Aristocratic,Geographic / Civic,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
305,,,English,1.0,UNK_,,1.0,,,1.0,CLASSIFICATION_DEFAULTED|INPUT_BLANK,2026-03-12T12:22:57+00:00
3050,Wellington Lodge,Wellington Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3051,Olicana Lodge,Olicana Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3052,St. Mary Magdalen Lodge,St. Mary Magdalen Lodge,English,0.9,PRS_REL,,0.9,Religious,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3053,Duke of Connaught Lodge,Duke of Connaught Lodge,English,0.9,PRS_HIS,PRS_ROY,0.86,Royal / Aristocratic,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3054,Mount Everest Lodge,Mount Everest Lodge,English,0.9,NAT_GEO,,0.75,Nature,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3055,Lodge St. George-in-the-East,Lodge St. George-in-the-East,English,0.9,PRS_REL,LOC_CTY,0.9,Religious,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3056,Shaftesbury Lodge,Shaftesbury Lodge,English,0.75,PRS_HIS,LOC_CTY,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3057,Fort Lodge,Fort Lodge,English,0.9,OBJ_STR,,0.7,Symbolic / Esoteric,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3058,Duke of Cornwall Lodge,Duke of Cornwall Lodge,English,0.9,PRS_ROY,LOC_REG,0.88,Royal / Aristocratic,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3059,Eden Lodge,Eden Lodge,English,0.75,LOC_REL,NAT_GEO,0.88,Religious,Geographic / Civic,0.85,ENGLISH_FALLBACK|TOKEN_RELIGIOUS_PLACE,2026-03-12T12:22:57+00:00
306,,,English,1.0,UNK_,,1.0,,,1.0,CLASSIFICATION_DEFAULTED|INPUT_BLANK,2026-03-12T12:22:57+00:00
3060,Chislehurst Lodge,Chislehurst Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3061,Bective Lodge,Bective Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:57+00:00
3062,Lodge of Loyalty,Lodge of Loyalty,English,0.9,ABS_VRT,,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3063,Concord Lodge,Concord Lodge,English,0.75,ABS_VRT,ABS_FRAT,0.85,Virtue / Moral Ideal,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3064,Mauritius Lodge of Harmony,Mauritius Lodge of Harmony,English,0.9,ABS_VRT,ABS_FRAT,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3065,United Military Lodge,United Military Lodge,English,0.75,ABS_FRAT,GRP_MIL,0.8,Virtue / Moral Ideal,Military / Service,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3066,St. Peter Westminster Lodge,St. Peter Westminster Lodge,English,0.9,PRS_REL,LOC_CTY,0.9,Religious,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3067,St. Martin's-le-Grand Lodge,St. Martin's-le-Grand Lodge,French,0.9,PRS_REL,LOC_CTY,0.9,Religious,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3068,Cannon Lodge,Cannon Lodge,English,0.75,OBJ_STR,,0.8,Symbolic / Esoteric,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:57+00:00
3069,Chaucer Lodge,Chaucer Lodge,English,0.75,PRS_HIS,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
307,,,English,1.0,UNK_,,1.0,,,1.0,CLASSIFICATION_DEFAULTED|INPUT_BLANK,2026-03-12T12:22:57+00:00
3070,Alexandra Palace Lodge,Alexandra Palace Lodge,English,0.75,PRS_ROY,LOC_BDG,0.88,Royal / Aristocratic,Geographic / Civic,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3071,Legiolium Lodge,Legiolium Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3072,Rosslyn Lodge,Rosslyn Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:57+00:00
3073,Mount Edgcumbe Lodge,Mount Edgcumbe Lodge,English,0.9,LOC_CTY,NAT_GEO,0.86,Geographic / Civic,Nature,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3074,Baildon Lodge,Baildon Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3075,Charters Towers Lodge,Charters Towers Lodge,English,0.75,OBJ_STR,,0.7,Symbolic / Esoteric,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3076,Liverpool Lodge,Liverpool Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3077,Britannia Lodge,Britannia Lodge,English,0.75,LOC_REG,GRP_NAT,0.84,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3078,Abercorn Lodge,Abercorn Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3079,Lodge of Prudence,Lodge of Prudence,English,0.9,ABS_VRT,,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
308,,,English,1.0,UNK_,,1.0,,,1.0,CLASSIFICATION_DEFAULTED|INPUT_BLANK,2026-03-12T12:22:57+00:00
3080,Lodge of Charity,Lodge of Charity,English,0.9,ABS_VRT,,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3081,Lodge of Tranquillity,Lodge of Tranquillity,English,0.9,ABS_VRT,,0.85,Virtue / Moral Ideal,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3082,Alexandra Lodge,Alexandra Lodge,English,0.75,PRS_ROY,,0.88,Royal / Aristocratic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3083,Mackay Lodge,Mackay Lodge,English,0.75,PRS_HIS,LOC_REG,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:57+00:00
3084,Royal Prince of Wales' Lodge,Royal Prince of Wales' Lodge,English,0.9,PRS_ROY,LOC_CTY,0.88,Royal / Aristocratic,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3085,Addiscombe Lodge,Addiscombe Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3086,Albert Edward Lodge,Albert Edward Lodge,English,0.75,PRS_ROY,,0.88,Royal / Aristocratic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3087,Duke of Connaught Lodge,Duke of Connaught Lodge,English,0.9,PRS_HIS,PRS_ROY,0.86,Royal / Aristocratic,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3088,New Cross Lodge,New Cross Lodge,English,0.9,OBJ_EMB,LOC_CTY,0.7,Geographic / Civic,Symbolic / Esoteric,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3089,Albert Edward Lodge,Albert Edward Lodge,English,0.75,PRS_ROY,,0.88,Royal / Aristocratic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
309,,,English,1.0,UNK_,,1.0,,,1.0,CLASSIFICATION_DEFAULTED|INPUT_BLANK,2026-03-12T12:22:57+00:00
3090,Morecambe Lodge,Morecambe Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3091,Homfray Lodge,Homfray Lodge,English,0.75,PRS_HIS,,0.8,Professional / Trade,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:57+00:00
3092,City of Westminster Lodge,City of Westminster Lodge,English,0.9,LOC_CTY,,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3093,St. John's Lodge,St. John's Lodge,English,0.9,PRS_REL,LOC_CTY,0.9,Religious,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3094,Earl of Chester Lodge,Earl of Chester Lodge,English,0.9,PRS_ROY,LOC_CTY,0.88,Royal / Aristocratic,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
3095,Ellington Lodge,Ellington Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3096,Elliot Lodge,Elliot Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3097,Cumberland Lodge,Cumberland Lodge,English,0.75,LOC_REG,,0.84,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3098,Glen Innes Lodge,Glen Innes Lodge,English,0.75,NAT_GEO,,0.75,Nature,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
3099,Prince Arthur Lodge,Prince Arthur Lodge,English,0.75,PRS_ROY,PRS_FIC,0.88,Royal / Aristocratic,Mythological / Classical,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00
31,,,English,1.0,UNK_,,1.0,,,1.0,CLASSIFICATION_DEFAULTED|INPUT_BLANK,2026-03-12T12:22:57+00:00
310,Baker's Lodge,Baker's Lodge,English,0.9,GRP_JOB,,0.86,Professional / Trade,,0.85,DICT_MATCH,2026-03-12T12:22:57+00:00
