id,lodge_name_raw,lodge_name_clean,language_primary,confidence_language,ontology_primary,ontology_secondary,confidence_ontology,theme_primary,theme_secondary,confidence_theme,flags,created_at,manual_ontology_correct,manual_notes,language_correct,primary_ontology_correct,any_ontology_correct
6512,Yachtsman's Lodge,Yachtsman's Lodge,English,0.9,GRP_INT,,0.8,Clubs / Association,,0.8,DICT_MATCH|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:00+00:00,,,1,1,1
7314,Old Etonian Lodge,Old Etonian Lodge,English,0.9,GRP_INT,GRP_EDU,0.88,Educational / Institutional,Clubs / Association,0.85,DICT_MATCH,2026-03-12T12:23:03+00:00,,,1,0,1
8829,Observer Lodge,Observer Lodge,English,0.75,GRP_INT,,0.8,Clubs / Association,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:05+00:00,,,1,1,1
8891,Lodge of Grand Design,Lodge of Grand Design,English,0.9,GRP_INT,GRP_MAS,0.88,Masonic / Administrative,Clubs / Association,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00,,,1,0,1
10354,Stone Squarer Lodge,Stone Squarer Lodge,English,0.75,GRP_JOB,OBJ_STR,0.8,Professional / Trade,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:10+00:00,,,1,1,1
3257,Temple Bar Lodge,Temple Bar Lodge,English,0.75,GRP_JOB,LOC_REL,0.86,Religious,Professional / Trade,0.85,ENGLISH_FALLBACK|TOKEN_RELIGIOUS_PLACE,2026-03-12T12:22:58+00:00,,,1,1,1
3985,Chancery Bar Lodge,Chancery Bar Lodge,English,0.75,GRP_JOB,LOC_CTY,0.86,Professional / Trade,Geographic / Civic,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:59+00:00,,,1,1,1
7905,Ballards Lodge,Ballards Lodge,English,0.75,GRP_JOB,LOC_CTY,0.8,Professional / Trade,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:04+00:00,,,1,0,0
1056,No. 4 Provincial,No. 4 Provincial,English,0.75,GRP_MAS,,0.88,Masonic / Administrative,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:55+00:00,,,1,1,1
6291,Northumbrian Masters Lodge,Northumbrian Masters Lodge,English,0.75,GRP_MAS,,0.88,Masonic / Administrative,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:00+00:00,,,1,1,1
739,Provincial Grand Lodge,Provincial Grand Lodge,English,0.75,GRP_MAS,,0.88,Masonic / Administrative,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:59+00:00,,,1,1,1
11760,Air Vectura Lodge ,Air Vectura Lodge,English,0.75,GRP_MIL,,0.9,Military / Service,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:13+00:00,,GRP_JOB,1,0,0
6732,Knight Lodge,Knight Lodge,English,0.75,GRP_MIL,,0.9,Military / Service,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:02+00:00,,,1,1,1
10437,Industria Cambrensis Lodge,Industria Cambrensis Lodge,Latin,0.9,GRP_NAT,ABS_LAT,0.82,Virtue / Moral Ideal,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:23:10+00:00,,,1,1,1
1679,Cambrian Lodge,Cambrian Lodge,English,0.75,GRP_NAT,,0.82,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:56+00:00,,,1,1,1
6617,Empire Lodge,Empire Lodge,English,0.75,GRP_NAT,,0.82,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:02+00:00,,,1,1,1
6907,Wessex Lodge,Wessex Lodge,English,0.75,GRP_NAT,,0.82,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:03+00:00,,LOC_REG,1,0,0
10143,Granstone Lodge,Granstone Lodge,English,0.75,LOC_BDG,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:09+00:00,,,1,1,1
10573,West Drayton Gatehouse Lodge,West Drayton Gatehouse Lodge,English,0.9,LOC_BDG,LOC_CTY,0.82,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:23:10+00:00,,,1,1,1
11073,Manor of Faversham Lodge ,Manor of Faversham Lodge,English,0.9,LOC_BDG,OBJ_STR,0.82,Geographic / Civic,Symbolic / Esoteric,0.85,DICT_MATCH,2026-03-12T12:23:11+00:00,,,1,1,1
11731,New Temple Lodge,New Temple Lodge,English,0.9,LOC_BDG,LOC_REL,0.82,Religious,Geographic / Civic,0.85,DICT_MATCH|TOKEN_RELIGIOUS_PLACE,2026-03-12T12:23:13+00:00,,,1,1,1
2385,Restormel Lodge,Restormel Lodge,English,0.75,LOC_BDG,,0.82,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00,,,1,1,1
7016,Manor Lodge,Manor Lodge,English,0.75,LOC_BDG,OBJ_STR,0.82,Geographic / Civic,Symbolic / Esoteric,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:03+00:00,,,1,1,1
7502,Manor of Chatham Lodge,Manor of Chatham Lodge,English,0.9,LOC_BDG,OBJ_STR,0.82,Geographic / Civic,Symbolic / Esoteric,0.85,DICT_MATCH,2026-03-12T12:23:03+00:00,,,1,1,1
7692,Archway Lodge,Archway Lodge,English,0.75,LOC_BDG,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:04+00:00,,,1,1,1
8279,Pitzhanger Lodge,Pitzhanger Lodge,English,0.75,LOC_BDG,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:04+00:00,,,1,1,1
8791,Manor of Bexley Lodge,Manor of Bexley Lodge,English,0.9,LOC_BDG,OBJ_STR,0.82,Geographic / Civic,Symbolic / Esoteric,0.85,DICT_MATCH,2026-03-12T12:23:05+00:00,,,1,1,1
9151,Middleton Manor Lodge,Middleton Manor Lodge,English,0.75,LOC_BDG,OBJ_STR,0.82,Geographic / Civic,Symbolic / Esoteric,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:06+00:00,,,1,1,1
9270,Mythe Lodge,Mythe Lodge,English,0.75,LOC_BDG,,0.82,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:07+00:00,,,1,1,1
9435,Manor of Bensham Lodge,Manor of Bensham Lodge,English,0.9,LOC_BDG,OBJ_STR,0.82,Geographic / Civic,Symbolic / Esoteric,0.85,DICT_MATCH,2026-03-12T12:23:07+00:00,,,1,1,1
10028,Fernhill Lodge,Fernhill Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:09+00:00,,,1,1,1
10032,Clocktower from Haslemere Lodge,Clocktower from Haslemere Lodge,English,0.9,LOC_CTY,,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:23:09+00:00,,,1,1,1
10069,Stevenage Lodge,Stevenage Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:09+00:00,,,1,1,1
10115,Portsea Lodge,Portsea Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:09+00:00,,,1,1,1
10221,Southend-on-Sea Lodge,Southend-on-Sea Lodge,English,0.9,LOC_CTY,,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:23:09+00:00,,,1,1,1
10245,Chedelintone Lodge,Chedelintone Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:09+00:00,,,1,1,1
10298,Hitchin Lodge,Hitchin Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:09+00:00,,,1,1,1
10317,Sutton Lodge,Sutton Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:09+00:00,,,1,1,1
10402,Shoeburyness Lodge,Shoeburyness Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:10+00:00,,,1,1,1
10473,Burlington Lodge,Burlington Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:10+00:00,,,1,1,1
10569,Waterloo Lodge,Waterloo Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:10+00:00,,,1,1,1
10591,Aarheus Lodge,Aarheus Lodge,Danish,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:10+00:00,,,1,1,1
10609,Mancunium Lodge,Mancunium Lodge,Latin,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:10+00:00,,,1,1,1
10616,Merston Culy Lodge,Merston Culy Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:10+00:00,,,1,1,1
10673,Vectensian Lodge,Vectensian Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:10+00:00,,,1,1,1
10877,Bramley Lodge ,Bramley Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:11+00:00,,,1,1,1
10885,Old Windsor Lodge ,Old Windsor Lodge,English,0.9,LOC_CTY,GRP_EDU,0.86,Educational / Institutional,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:23:11+00:00,,,1,1,1
10926,Little Britain Lodge ,Little Britain Lodge,English,0.75,LOC_CTY,NAT_GEO,0.86,Geographic / Civic,Nature,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:11+00:00,,,1,0,0
10932,Fleet River Lodge ,Fleet River Lodge,English,0.75,LOC_CTY,NAT_GEO,0.86,Geographic / Civic,Nature,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:11+00:00,,,1,0,1
10972,Thamestide Lodge ,Thamestide Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:11+00:00,,,1,1,1
10982,Heddon-on-the-Wall Lodge ,Heddon-on-the-Wall Lodge,English,0.9,LOC_CTY,,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:23:11+00:00,,,1,1,1
10990,Freshfield Lodge ,Freshfield Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:11+00:00,,,1,1,1
11001,Ravenshead Lodge ,Ravenshead Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:11+00:00,,,1,1,1
1102,8th Lodge of Bengal,8th Lodge of Bengal,English,0.9,LOC_CTY,LOC_REG,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:22:56+00:00,,,1,1,1
11130,Shoreham Beach Lodge ,Shoreham Beach Lodge,English,0.75,LOC_CTY,LOC_LAN,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:11+00:00,,,1,1,1
11251,Athenian Lodge,Athenian Lodge,English,0.75,LOC_CTY,PRS_MYTH,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:12+00:00,,,1,1,1
11280,Rivermead Lodge,Rivermead Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:12+00:00,,,1,1,1
11319,Ewenny Lodge,Ewenny Lodge,Welsh,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:12+00:00,,,1,1,1
11324,Wayford Lodge,Wayford Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:12+00:00,,,1,1,1
11431,Umhlanga Lodge ,Umhlanga Lodge,Zulu,0.75,LOC_CTY,NAT_GEO,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:12+00:00,,,1,1,1
11472,Roundhill Lodge,Roundhill Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:12+00:00,,,1,1,1
11830,Knole Lodge,Knole Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:13+00:00,,,1,1,1
11965,Celtic Eagle Lodge ,Celtic Eagle Lodge,English,0.75,LOC_CTY,NAT_ANI,0.86,Geographic / Civic,Nature,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:13+00:00,,,1,0,1
12399,Stockport Lodge of Installed Masters,Stockport Lodge of Installed Masters,English,0.9,LOC_CTY,GRP_MAS,0.86,Masonic / Administrative,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:23:14+00:00,,,1,1,1
12652,Scout Lodge,Scout Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:14+00:00,,,1,0,0
12678,Mike Hailwood Lodge,Mike Hailwood Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:14+00:00,,,1,0,0
12711,Isle of Man Tourist Trophy,Isle of Man Tourist Trophy,English,0.9,LOC_CTY,LOC_REG,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:23:14+00:00,,,1,0,0
12840,Didcot Lodge,Didcot Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:15+00:00,,,1,1,1
1358,"No. 5, Coast of Coromandel","No. 5, Coast of Coromandel",English,0.9,LOC_CTY,LOC_REG,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:22:56+00:00,,,1,1,1
1409,"7th Lodge of Bengal, 1793","7th Lodge of Bengal, 1793",English,0.9,LOC_CTY,LOC_REG,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:22:56+00:00,,,1,1,1
1435,Bedford Lodge,Bedford Lodge,English,0.75,LOC_CTY,LOC_REG,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:56+00:00,,,1,1,1
1467,Huddersfield Lodge,Huddersfield Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:56+00:00,,,1,1,1
1604,Wellington Lodge,Wellington Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:56+00:00,,,1,1,1
1771,Albany Lodge,Albany Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:56+00:00,,,1,1,1
1954,Wakefield Lodge,Wakefield Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:56+00:00,,,1,1,1
2103,North York Lodge,North York Lodge,English,0.9,LOC_CTY,LOC_REG,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:22:56+00:00,,,1,1,1
2108,Segontium Lodge,Segontium Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:56+00:00,,,1,1,1
2165,Hoyle Lodge,Hoyle Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:56+00:00,,,1,1,1
2253,Derby Lodge,Derby Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:56+00:00,,,1,1,1
2460,Dunedin Lodge,Dunedin Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00,,,1,1,1
2586,Loddon Lodge,Loddon Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00,,,1,1,1
2615,Walton Lodge,Walton Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00,,,1,1,1
2642,Anglesea Lodge,Anglesea Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:57+00:00,,,1,1,1
2651,Corinth Lodge,Corinth Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00,,,1,1,1
270,Parham Lodge,Parham Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00,,,1,1,1
274,City Lodge,City Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00,,,1,1,1
2756,Upton Lodge,Upton Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00,,,1,1,1
2900,Marangan Lodge,Marangan Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:57+00:00,,,1,1,1
3129,Hamilton Lodge,Hamilton Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:57+00:00,,,1,1,1
3130,Ravensbourne Lodge,Ravensbourne Lodge,English,0.75,LOC_CTY,NAT_ANI,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:57+00:00,,,1,1,1
3249,Greytown Lodge,Greytown Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:58+00:00,,,1,1,1
3333,Coborn Lodge,Coborn Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:58+00:00,,,1,1,1
3370,Lodge Mysore,Lodge Mysore,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:58+00:00,,,1,1,1
3532,Albion Lodge,Albion Lodge,English,0.75,LOC_CTY,GRP_NAT,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:58+00:00,,,1,1,1
3608,Romsey Lodge,Romsey Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:58+00:00,,,1,1,1
3647,York Lodge,York Lodge,English,0.75,LOC_CTY,LOC_REG,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:59+00:00,,,1,1,1
3735,Hendon Lodge,Hendon Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:59+00:00,,,1,1,1
3842,Johannesberg Lodge,Johannesberg Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:59+00:00,,,1,1,1
3886,Barry Lodge,Barry Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:59+00:00,,,1,1,1
3926,Columbia Lodge,Columbia Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:59+00:00,,,1,1,1
3954,Ecclesburne Lodge,Ecclesburne Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:22:59+00:00,,,1,1,1
556,Burlington Lodge,Burlington Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:22:59+00:00,,,1,1,1
5571,Lindisfarne Lodge,Lindisfarne Lodge,English,0.75,LOC_CTY,PRS_HIS,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:01+00:00,,,1,1,1
5606,Lathom Lodge,Lathom Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:01+00:00,,,1,1,1
5762,Culham College Lodge,Culham College Lodge,English,0.75,LOC_CTY,GRP_EDU,0.86,Educational / Institutional,Geographic / Civic,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:01+00:00,,,1,0,1
5838,Kingsway Lodge,Kingsway Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:01+00:00,,,1,1,1
5890,Rainham Lodge,Rainham Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:01+00:00,,,1,1,1
5908,Valentia Lodge,Valentia Lodge,Latin,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:01+00:00,,Roman name for province north of hadrian's wall,1,0,0
6056,Wilma Lathom Lodge,Wilma Lathom Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:00+00:00,,"Edward Bootle-Wilbraham, 1st Earl of Lathom",1,0,0
6103,Clavering Lodge,Clavering Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:00+00:00,,,1,1,1
6188,Roos- Keppel Lodge,Roos- Keppel Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:00+00:00,,,1,1,1
6259,Cranleigh Lodge,Cranleigh Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:00+00:00,,,1,1,1
6300,Cressbrook Lodge,Cressbrook Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:00+00:00,,,1,1,1
6412,West Norwood Lodge,West Norwood Lodge,English,0.9,LOC_CTY,,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:23:00+00:00,,,1,1,1
6480,University Lodge of Hong Kong,University Lodge of Hong Kong,English,0.9,LOC_CTY,LOC_REG,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:23:00+00:00,,,1,0,1
6757,West Bridgford Lodge,West Bridgford Lodge,English,0.9,LOC_CTY,,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:23:02+00:00,,,1,1,1
6782,Croham Hurst Lodge,Croham Hurst Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:02+00:00,,,1,1,1
6787,Ebute Metta Lodge,Ebute Metta Lodge,Yoruba,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:02+00:00,,,1,1,1
6792,Marsden Lodge,Marsden Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:02+00:00,,,1,1,1
6833,Fenham Lodge,Fenham Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:02+00:00,,,1,1,1
6836,Baghdad Lodge,Baghdad Lodge,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:02+00:00,,,1,1,1
6952,Rosendale Forest Lodge,Rosendale Forest Lodge,English,0.75,LOC_CTY,NAT_GEO,0.86,Geographic / Civic,Nature,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:03+00:00,,,1,0,1
6988,Stafford Lodge,Stafford Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:03+00:00,,,1,1,1
7111,Leadenhall Lodge,Leadenhall Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:03+00:00,,,1,1,1
7117,South Kent Lodge,South Kent Lodge,English,0.9,LOC_CTY,LOC_REG,0.86,Geographic / Civic,,0.85,DICT_MATCH,2026-03-12T12:23:03+00:00,,,1,0,1
7191,Raynes Park Lodge,Raynes Park Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:03+00:00,,,1,1,1
7205,Davenport Lodge,Davenport Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:03+00:00,,,1,1,1
7220,Bounds Green Lodge,Bounds Green Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:03+00:00,,,1,1,1
7255,Durham Lodge of Installed Masters,Durham Lodge of Installed Masters,English,0.9,LOC_CTY,GRP_MAS,0.86,Masonic / Administrative,Geographic / Civic,0.85,DICT_MATCH,2026-03-12T12:23:03+00:00,,,1,0,1
7269,Almaston Lodge,Almaston Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:03+00:00,,,1,1,1
7285,Lodge Iraq,Lodge Iraq,English,0.75,LOC_CTY,,0.8,Geographic / Civic,,0.8,ENGLISH_FALLBACK|REVIEW_REQUIRED|CLAUDE_ASSISTED,2026-03-12T12:23:03+00:00,,,1,0,0
7302,Atherton Lodge,Atherton Lodge,English,0.75,LOC_CTY,,0.86,Geographic / Civic,,0.85,ENGLISH_FALLBACK,2026-03-12T12:23:03+00:00,,,1,1,1
